case_index,sha256,sha8,arch,decision,source_of_verdict,firmware_dir,binary_name,binary_path,file_type,heartbeat_string_count,heartbeat_string_sample,evidence,case_study_root,binary_path_abs
11,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--2.8_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--2.8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--2.8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--2.8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--2.8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
12,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--4_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
13,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--6_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
14,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--8_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC443-P--8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
15,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--4-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--4-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--4-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--4-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--4-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
16,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--6_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
17,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--8_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--8_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC533-P--8_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
18,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--4-V1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--4-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--4-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--4-V1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--4-V1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
19,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--6_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC535-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
20,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC53X-P--X_2.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC53X-P--X_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC53X-P--X_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC53X-P--X_2.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC53X-P--X_2.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
21,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC53XK-P--X_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC53XK-P--X_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC53XK-P--X_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC53XK-P--X_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC53XK-P--X_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
22,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--4_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--4_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--4_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
23,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--6_1.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--6_1.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543-P--6_1.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
24,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
25,18bed4bd2a5a0c11e9df4256d25853c301b09697023ba17999222d41a8006bcd,18bed4bd,arm,on,unique_hash_full_dolphin_reuse,IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-V3.0,libssl.so.1.0.0,3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-V3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-V3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0,"ELF 32-bit LSB shared object, ARM, EABI5 version 1 (SYSV), dynamically linked, with debug_info, not stripped",6,dtls1_heartbeat | dtls1_process_heartbeat | tls1_heartbeat | tls1_process_heartbeat | dtls1_heartbeat,"In ssl3_read_bytes (edge_2), a switch on record type dispatches case 24 (0x18 = TLS1_RT_HEARTBEAT) directly to tls1_process_heartbeat(a1), then clears read buffer state and BIO flags. This is the gate proving heartbeat records reach the handler. The handler (edge_3, tls1_process_heartbeat) reads message type byte and 2-byte big-endian payload length (v6 = v2[2] | (v2[1] << 8)), then on type==1 allocates response buffer, sets type=2, copies payload via memcpy(v7+3, v2+3, v6) without bounds checking (Heartbleed pattern), pads with RAND_pseudo_bytes, and sends via ssl3_write_bytes. A DTLS variant dtls1_process_heartbeat (edge_1) shows the same pattern with dtls1_write_bytes. All three feature hints confirmed: tls1_process_heartbeat, dtls1_process_heartbeat, and ssl3_read_bytes dispatch branch.",3-case-study-firmware/dolphin-heartbleed,3-case-study-firmware/dolphin-heartbleed/3-case-study/extracted/heartbleed/IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-V3.0/_IPcamera-tp-link_zh-1.0.1e__TL-IPC543K-P-V3.0.BIN.extracted/squashfs-root/usr/lib/libssl.so.1.0.0
